MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
2.9909954451490552,1.011986118857888,0.7087686097660394,-0.16095729325639027,-0.9788702717499611,-0.050956016013193085,1.0348165598940622,-1.3298083437882895,4.526
2.9757183405048178,-0.5883400595488621,0.38370961246448737,-0.2756354553780385,0.836878617898974,-0.09276681554402806,1.025518351980946,-1.3248225857527327,3.585
2.305579800648388,1.8921655169816007,1.2769796942290155,-0.05134120272786851,-0.8269028322122436,-0.027813571204839842,1.0208692480243897,-1.3347941018238394,3.521
1.2693684549680861,1.8921655169816007,0.20035577970176718,-0.05219576630254259,-0.7727535146758155,-0.051669915544560234,1.0208692480243897,-1.3397798598593964,3.413
0.11594705432822144,1.8921655169816007,0.40275858868480435,-0.03448089436268184,-0.766639882050735,-0.08604789907783268,1.0208692480243897,-1.3397798598593964,3.422
0.23829227051273846,1.8921655169816007,-0.2596540564535837,0.015308557189932065,-0.8993930476239135,-0.08994750689426853,1.0208692480243897,-1.3397798598593964,2.697
-0.004151528820378254,1.8921655169816007,-0.18546962876139703,-0.32094803017723794,-0.30462393081250183,-0.09102550223912727,1.0162201440678331,-1.3397798598593964,2.992
-0.35019720586693126,1.8921655169816007,-0.24402442578486333,-0.0770079602567822,-0.24960123718677651,-0.12293386044869234,1.0162201440678331,-1.3397798598593964,2.414
-1.017511407049637,1.0920024277782256,-0.46338095425697307,0.046270064878112555,-0.20680580881121238,-0.1005481568034225,1.0162201440678331,-1.3447656178949532,2.267
0.01645330559474748,1.8921655169816007,-0.16861442904535462,-0.2351879887075551,0.09450894199633096,-0.08691075602447738,1.0162201440678331,-1.3397798598593964,2.611
-0.296855718642727,1.8921655169816007,0.05231700289456676,-0.03774726455044484,-0.46532513124319164,-0.0783356613236568,1.0208692480243897,-1.3447656178949532,2.815
-0.2535919853224938,1.8921655169816007,-0.2549386619944271,-0.15938132367766977,0.05346026579936129,-0.09846982302482278,1.0208692480243897,-1.3447656178949532,2.418
-0.3790824877572946,1.8921655169816007,-0.015206581197390642,-0.18522502061542492,-0.3011304264553129,-0.07059923619550344,1.0208692480243897,-1.3447656178949532,2.135
-0.6367392022193359,1.8921655169816007,-0.5915403130446332,0.002222252778498579,-0.9587826216961249,-0.10468803349992106,1.0162201440678331,-1.3447656178949532,1.913
-1.1225896436152476,1.8921655169816007,-0.47698238297992157,-0.19216611252671845,-0.20156555227542902,-0.10730709979623175,1.0208692480243897,-1.3447656178949532,1.592
-0.9888828832205212,1.7321328991409257,-0.4859059324681376,-0.054602139641226344,-0.651354238263501,-0.043020373722473054,1.0208692480243897,-1.3447656178949532,1.4
-0.5716510336930505,1.8921655169816007,0.25361451584269185,-0.10678869537995443,-0.5675101336909671,-0.06594488665726934,1.0208692480243897,-1.349751375930503,1.525
-0.9919639799554932,1.8921655169816007,-0.5685308440081689,-0.2864206427875053,-0.6941496666390651,-0.09006781469504527,1.0208692480243897,-1.349751375930503,1.555
-1.0748326442231801,1.7321328991409257,-0.006044741227594822,-0.02379733381147173,-0.39545504409941346,-0.06904067569299585,1.0162201440678331,-1.3447656178949532,1.587
-0.6818644314836148,1.8921655169816007,0.04701951754028312,-0.02883790242838435,-0.6574678708885816,-0.05531469715197658,1.0162201440678331,-1.349751375930503,1.629
